a/a,CHANGE_DATE,TEMPERATURE,HUMIDITY,MALE,FEMALE,MO_DACUS,FEMALE_POSOSTO,GONIMOTHTA,DAC_METRHSH_DACUS_ID,DHMOS_ID,DHMOS_CODE,DHMOS_DESCR,MIN,SYNOLO_DAKON,METEO_ID,METEO_DESCR,ALTERN_METEO_ID,ALTERN_METEO_DESCR,NOMOS_DESCR
5010,10/01/10,,,,,5.6,,,10084,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5011,10/01/10,,,,,6.42,,,10085,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5012,10/06/10,,,,,0.12,,,10086,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5013,10/06/10,,,,,1.05,,,10087,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5014,10/11/10,,,,,0.27,,,10088,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5015,10/11/10,,,,,6.67,,,10089,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5016,10/16/10,,,,,0,,,10090,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5017,10/16/10,,,,,0.35,,,10091,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5018,10/21/10,,,,,0.22,,,10092,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5019,10/21/10,,,,,0.45,,,10093,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5020,10/26/10,,,,,0.12,,,10094,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5021,10/26/10,,,,,0.63,,,10095,14112,64020100,Δ.Δ.Γαλατίστης,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5022,07/21/10,,,184,188,9.3,0.51,,10096,14256,64100200,Δ.Δ.Γοματίου,184,372,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5023,07/26/10,,,134,133,6.68,0.5,,10097,14256,64100200,Δ.Δ.Γοματίου,133,267,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5024,08/01/10,,,423,240,12.08,0.36,,10098,14256,64100200,Δ.Δ.Γοματίου,240,663,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5025,08/06/10,,,299,307,15.15,0.51,,10099,14256,64100200,Δ.Δ.Γοματίου,299,606,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5026,08/11/10,,,242,247,12.23,0.51,,10100,14256,64100200,Δ.Δ.Γοματίου,242,489,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5027,08/17/10,,,389,400,19.73,0.51,,10101,14256,64100200,Δ.Δ.Γοματίου,389,789,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5028,08/21/10,,,544,544,27.2,0.5,,10102,14256,64100200,Δ.Δ.Γοματίου,544,1088,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5029,08/26/10,,,605,605,30.25,0.5,,10103,14256,64100200,Δ.Δ.Γοματίου,605,1210,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5030,09/01/10,,,203,178,9.53,0.47,,10104,14256,64100200,Δ.Δ.Γοματίου,178,381,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5031,09/06/10,,,123,109,5.8,0.47,,10105,14256,64100200,Δ.Δ.Γοματίου,109,232,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5032,09/11/10,,,159,152,7.78,0.49,,10106,14256,64100200,Δ.Δ.Γοματίου,152,311,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5033,09/16/10,,,54,56,2.75,0.51,,10107,14256,64100200,Δ.Δ.Γοματίου,54,110,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5034,09/21/10,,,112,103,5.38,0.48,,10108,14256,64100200,Δ.Δ.Γοματίου,103,215,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5035,09/26/10,,,365,362,18.18,0.5,,10109,14256,64100200,Δ.Δ.Γοματίου,362,727,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5036,10/01/10,,,183,185,9.2,0.5,,10110,14256,64100200,Δ.Δ.Γοματίου,183,368,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5037,10/06/10,,,41,33,1.85,0.45,,10111,14256,64100200,Δ.Δ.Γοματίου,33,74,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5038,10/11/10,,,53,53,2.65,0.5,,10112,14256,64100200,Δ.Δ.Γοματίου,53,106,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5039,10/16/10,,,52,51,2.58,0.5,,10113,14256,64100200,Δ.Δ.Γοματίου,51,103,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5040,10/21/10,,,39,37,1.9,0.49,,10114,14256,64100200,Δ.Δ.Γοματίου,37,76,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5041,10/26/10,,,21,21,1.05,0.5,,10115,14256,64100200,Δ.Δ.Γοματίου,21,42,202,ΠΟΛΥΓΥΡΟΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5042,08/06/10,,,49,58,4.46,0.54,,10116,14315,64120500,Δ.Δ.Ουρανοπόλεως,49,107,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5043,08/11/10,,,69,92,3.29,0.57,,10117,14315,64120500,Δ.Δ.Ουρανοπόλεως,69,161,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5044,08/17/10,,,40,40,1.64,0.5,,10118,14315,64120500,Δ.Δ.Ουρανοπόλεως,40,80,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5045,08/21/10,,,36,83,2.42,0.7,,10119,14315,64120500,Δ.Δ.Ουρανοπόλεως,36,119,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5046,08/26/10,,,51,74,2.55,0.59,,10120,14315,64120500,Δ.Δ.Ουρανοπόλεως,51,125,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5047,09/01/10,,,8,20,0.57,0.71,,10121,14315,64120500,Δ.Δ.Ουρανοπόλεως,8,28,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5048,09/06/10,,,47,160,4.23,0.77,,10122,14315,64120500,Δ.Δ.Ουρανοπόλεως,47,207,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5049,09/11/10,,,46,144,3.88,0.76,,10123,14315,64120500,Δ.Δ.Ουρανοπόλεως,46,190,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5050,09/16/10,,,26,87,2.31,0.77,,10124,14315,64120500,Δ.Δ.Ουρανοπόλεως,26,113,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5051,09/21/10,,,9,44,1.08,0.83,,10125,14315,64120500,Δ.Δ.Ουρανοπόλεως,9,53,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5052,09/26/10,,,60,216,5.63,0.78,,10126,14315,64120500,Δ.Δ.Ουρανοπόλεως,60,276,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5053,10/01/10,,,52,149,4.1,0.74,,10127,14315,64120500,Δ.Δ.Ουρανοπόλεως,52,201,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5054,10/06/10,,,13,42,1.13,0.76,,10128,14315,64120500,Δ.Δ.Ουρανοπόλεως,13,55,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5055,10/11/10,,,3,16,0.39,0.84,,10129,14315,64120500,Δ.Δ.Ουρανοπόλεως,3,19,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5056,10/16/10,,,8,17,0.51,0.68,,10130,14315,64120500,Δ.Δ.Ουρανοπόλεως,8,25,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5057,10/21/10,,,0,0,0,,,10131,14315,64120500,Δ.Δ.Ουρανοπόλεως,0,0,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5058,10/26/10,,,2,17,0.39,0.89,,10132,14315,64120500,Δ.Δ.Ουρανοπόλεως,2,19,235,ΣΤΡΑΤΩΝΙ,141,ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗΣ
5059,07/21/10,,,17,14,0.78,0.45,,10133,14298,64120100,Δ.Δ.Ιερισσού,14,31,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5060,07/26/10,,,26,23,1.23,0.47,,10134,14298,64120100,Δ.Δ.Ιερισσού,23,49,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5061,08/01/10,,,43,33,1.9,0.43,,10135,14298,64120100,Δ.Δ.Ιερισσού,33,76,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5062,08/06/10,,,58,50,2.7,0.46,,10136,14298,64120100,Δ.Δ.Ιερισσού,50,108,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5063,08/11/10,,,52,39,2.28,0.43,,10137,14298,64120100,Δ.Δ.Ιερισσού,39,91,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5064,08/17/10,,,51,46,2.43,0.47,,10138,14298,64120100,Δ.Δ.Ιερισσού,46,97,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5065,08/21/10,,,109,129,5.95,0.54,,10139,14298,64120100,Δ.Δ.Ιερισσού,109,238,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5066,08/26/10,,,171,165,8.4,0.49,,10140,14298,64120100,Δ.Δ.Ιερισσού,165,336,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5067,09/01/10,,,183,188,9.28,0.51,,10141,14298,64120100,Δ.Δ.Ιερισσού,183,371,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5068,09/06/10,,,173,175,8.7,0.5,,10142,14298,64120100,Δ.Δ.Ιερισσού,173,348,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5069,09/11/10,,,75,79,3.85,0.51,,10143,14298,64120100,Δ.Δ.Ιερισσού,75,154,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5070,09/16/10,,,56,55,2.78,0.5,,10144,14298,64120100,Δ.Δ.Ιερισσού,55,111,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5071,09/21/10,,,45,50,2.74,0.53,,10145,14298,64120100,Δ.Δ.Ιερισσού,45,95,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5072,09/26/10,,,85,90,4.38,0.51,,10146,14298,64120100,Δ.Δ.Ιερισσού,85,175,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5073,10/01/10,,,104,101,5.13,0.49,,10147,14298,64120100,Δ.Δ.Ιερισσού,101,205,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5074,10/06/10,,,49,42,2.28,0.46,,10148,14298,64120100,Δ.Δ.Ιερισσού,42,91,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5075,10/11/10,,,43,34,1.93,0.44,,10149,14298,64120100,Δ.Δ.Ιερισσού,34,77,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5076,10/16/10,,,,,2.93,,,10150,14298,64120100,Δ.Δ.Ιερισσού,,0,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5077,10/21/10,,,,,3.63,,,10151,14298,64120100,Δ.Δ.Ιερισσού,,0,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5078,10/26/10,,,,,4.2,,,10152,14298,64120100,Δ.Δ.Ιερισσού,,0,235,ΣΤΡΑΤΩΝΙ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5079,07/26/10,,,,,0.63,,,10153,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5080,08/01/10,,,,,1.3,,,10154,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5081,08/06/10,,,,,0.8,,,10155,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5082,08/11/10,,,,,1.6,,,10156,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5083,08/17/10,,,,,3.5,,,10157,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5084,08/21/10,,,,,2.6,,,10158,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5085,08/26/10,,,,,1,,,10159,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5086,09/01/10,,,,,0.7,,,10160,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5087,09/06/10,,,,,1.4,,,10161,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5088,09/11/10,,,,,1.6,,,10162,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5089,09/16/10,,,,,1.2,,,10163,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5090,09/21/10,,,,,0.7,,,10164,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5091,09/26/10,,,,,1.6,,,10165,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5092,10/01/10,,,,,4,,,10166,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5093,10/06/10,,,,,3.7,,,10167,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5094,10/11/10,,,,,1.4,,,10168,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5095,10/16/10,,,,,0.5,,,10169,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5096,10/21/10,,,,,0.9,,,10170,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5097,10/26/10,,,,,1,,,10171,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5098,07/26/10,,,,,0.48,,,10172,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5099,08/01/10,,,,,2,,,10173,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5100,08/06/10,,,,,1,,,10174,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5101,08/11/10,,,,,2.6,,,10175,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5102,08/17/10,,,,,4.6,,,10176,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5103,08/21/10,,,,,3.2,,,10177,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5104,08/26/10,,,,,1.6,,,10178,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5105,09/01/10,,,,,0.59,,,10179,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5106,09/06/10,,,,,2,,,10180,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5107,09/11/10,,,,,3,,,10181,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5108,09/16/10,,,,,1.8,,,10182,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5109,09/21/10,,,,,0.8,,,10183,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5110,09/26/10,,,,,1.6,,,10184,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5111,10/01/10,,,,,4.8,,,10185,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5112,10/06/10,,,,,4.1,,,10186,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5113,10/11/10,,,,,1.4,,,10187,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5114,10/16/10,,,,,0.7,,,10188,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5115,10/21/10,,,,,1.1,,,10189,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5116,10/26/10,,,,,1.2,,,10190,14254,64100100,Δ.Δ.Μεγάλης Παναγίας,,0,202,ΠΟΛΥΓΥΡΟΣ,0,no alternative,ΧΑΛΚΙΔΙΚΗΣ
5117,07/26/10,,,,,0.81,,,10191,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5118,08/01/10,,,,,3.4,,,10192,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5119,08/06/10,,,,,3,,,10193,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5120,08/11/10,,,,,2.5,,,10194,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5121,08/17/10,,,,,8,,,10195,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5122,08/21/10,,,,,7.2,,,10196,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5123,08/26/10,,,,,5.4,,,10197,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5124,09/01/10,,,,,1.27,,,10198,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5125,09/06/10,,,,,1.4,,,10199,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5126,09/11/10,,,,,3.4,,,10200,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5127,09/16/10,,,,,1.8,,,10201,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5128,09/21/10,,,,,1.1,,,10202,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5129,09/26/10,,,,,4,,,10203,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5130,10/01/10,,,,,5.7,,,10204,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5131,10/06/10,,,,,5.1,,,10205,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5132,10/11/10,,,,,4.2,,,10206,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
5133,10/16/10,,,,,1.9,,,10207,14260,64100300,Δ.Δ.Πυργαδικίων,,0,141,ΜΑΡΜΑΡΑΣ,235,ΣΤΡΑΤΩΝΙ,ΧΑΛΚΙΔΙΚΗΣ
